old_sha	new_sha	subject
895a78bef44a453ad1f84db839efa9943214cda1	12ac2b1cf9c3f92c4a8593eb0042f683b1aaf01b	feat: persona_registry record-lint rule; promote personas principle to discipline itd-79 (#8)
fe4d1a0e6fef41d99bfe096e7189752c529c157e	5adbfe095ccabd00af37b81bccc55cf980335aa1	docs: adjudicate the intent-sweep anomaly queue (iss-16..iss-23) (#9)
3d9ffce90c0f1c05396190d0685d0e541dd11dca	f371b3e1fb86d8e11a21f85472ff785795503ff9	docs: itd-62 references the originating assessment via the sources ledger
e483d53f0699548217c6a762c94db72ac4f905aa	2235243aa6d035f91d560af1efa9d94b1d7bb297	docs: credit ccpm's spec/task conventions in ACKNOWLEDGEMENTS
3c8e048760cf12953784ded5e0098238b59ba695	cf3411c52b8aa648764ab89000c0e6a3ffcf5740	chore: capture changelog-fragments seed as iss-24
73245203c50dfb0875b1f2c820322b48cb1e11b6	a13ea2d13c7ddf5ceebda2d5b600ddd8ba7c6d3f	chore: capture related_sources frontmatter seed as iss-25
0a1cb806d45c71c80b098d416f7fec89be050a28	6584cf018de5d0ab41ca95001541cdb0da185109	chore: capture sources retrieval-seam seed as iss-26
c6c4c3a921ba3d38a5c64fcbdc9ae889e428b9ef	226e6262d28253262c7d032974b687fca89b8ee0	docs: script-first-mvp principle; capture Go-absorption seed as iss-27
57f70221a35cb116b0ff87142799dd4acd4907fb	38644546d457dd6be445b8e996dba939bde403a9	feat: /abcd:consult and /abcd:ingest skills over the sources corpus (#10)
a3ca6e7c8220da77fc14499e2efdc6d0027bcd31	6f2b492c3c1b2de6a784ee4a242c2e476f74f2c3	chore: capture hermetic-git test-env seed as iss-28
b19da7a2370fe114bc59a64c4de11809c3f55e31	d59e7c3aaf7cb577d9fa2f5aa93ad400b2ba3d1b	docs: record ten review-distilled principles
41a85ea83d1351382cc8f7d83af8efd6c3422dc4	e5ff108b912106e24ece30e649012a60fe0ba019	chore: capture 2026-07-08 review findings as detector-shaped issues iss-29..49
97c4d376f7d3336beddbc43b4755da5a6099ff50	80a8f0d4a8805851252bd95c43eeaa66aceaa090	docs: research note distilling the 2026-07-08 multi-agent record review
67b7a6ecd5acc630c90ccdeb3a36896b036e7e5a	d15831120d038fea3603e652e9595a92e343c99c	docs: research note mapping the ten principles against 2026 SOTA
04400792b05486758275666fcb9e7dc6a6ac67a0	7bcb4f864a32d3083c024643cfdd1ad915add592	docs: record the independent oracle cross-check in the review note
4fbcd8638c6ce3ae09dca8185247846f3a216284	fc3c58ce952b9d1dc72288a178bbf7309d1bf384	docs: research note reviewing the lineage bibliography against the principles
567c48f77bf6b3ccaf45c1d941a85c77a5ad5bd2	9294e876f6c952a3b0aabea079f45b8af3902368	docs: correct one-canonical-primitive originality claim in SOTA mapping
a93bcdcaad171d44f8547eeed2029e605ca8e0b4	917c1a35e6abe94a96d20751d0f63da9e554522f	docs: research note recording the practice/MVP/tool extraction run
0aaa4e184a01cc962c9a7311fb477768fb8263a0	e98b6a356cfbf3c8b664a4d3a0c82323f7b6ada0	docs: amend the promotion path into the canonical three-rung ladder
f4a4a260020dbb46300c310dae6bd7cd53c83bc7	3e49ed9fba139ede8e6daa3d1d7e06a00a1dbebb	docs: record three verification-layer principles
39494f39125ad8f5cbe5f15da5740a578751128b	0e52bf2b60fe81d06a7c8cded9b7c1a10773acc8	docs: fold detector lifecycle and bidirectional proof into existing principles
7e6b661c297e272312fdcc9a61c0968822d8be58	76b51ce423c918a836236a808517b2bdbc7fbf88	chore: capture 2026-07-09 extraction seeds as iss-50..55
7ffd2498c591cfddbe35c4fc2d3eb508c2d6a967	4a802ae3b213ec1ba8c1c021062a1aee3e82d472	chore: record 2026-07-10 session decisions
5fe810e4ae4d2115cbc8836de74422f3a125c26e	e295318291add3809e5e90575ec2601a1412b85f	chore: record CONTEXT status-free decision
2f3a60c315a3d57b6f64d2103ac8805bda657874	09b02f21100d0af87520ac26511d36310730456c	feat: add prepare-this-repo skill (#11)
7946461082c0662665eba57f087589a11eb4b02c	355dee4181c238bf42ca434247a5b1068f2f4e28	chore: arm retired-name banlist in record-lint (iss-36)
b9b2e6a471432f0dd7c72868b20af7ac05cee677	61f60ee4b49657bd9d7319cc9c3c0454db175c23	chore: capture iss-56 and iss-57 from autonomous-run slice 1
fae751b68d413fb271b677918a28076546b072e0	aa59c891d60e3a8befafac796cb59358503a1071	chore: capture iss-58 — history store bootstrap blocks transcript dogfood
0c2ced18c2ece2228cd4b95fbd4dc202e56d5b4f	76f4706d0fd8ec0657ee60b617a61f0c2716f39e	chore: record iss-28 reproduction mechanism (GIT_DIR leak via hook context)
a494749c0617cef6bf178dcba70e043eeaea20f1	02325469c791a73f09e36eaa0de801fe9dccf9a1	chore: bump iss-28 to major — confirmed GIT_DIR leak can mutate the real repo
070c0dbf25df2b1a88400d0664990b9f64fe274e	75dc9273bcecd6228914c55c3d93e2f598adf264	docs: sweep retired names behind the armed record-lint bans (iss-36)
4837160340860492e5bf361b781679c2c000822c	a926889f1706dd9cd0189205780cb904068ef6ab	docs: fix review findings on the retired-name sweep (iss-36)
da8740e4c18b13a010cd472b46b97776a3b467cc	cfd589b3ab76a246438a0d70474839800c316460	chore: resolve iss-36 — retired-name bans armed, corpus drained, review passed
f6c59374eec639e745925b7fb6dd907b10a3fd81	c2722d51d36cd9af056864ceb86243536490f326	chore: capture iss-59 — two-layer verification lesson from the iss-36 sweep
ae16ddde16beb8955277f87faa8ccf6e00df483e	58088d4be975907458019949e7bed88c028cc03a	chore: capture iss-60 — agents must revert with the editor, never git
3e668bc09d16b01f5978388cfa2702061dec8224	e497eb4d4f8b4cbf8642d854fc3b7e7eeb0df194	chore: record iss-35 detector run — 150 brief-vs-surface discrepancies
cf924964df87de955213f2fbf8b7470185122ca5	3beaa62b87873691e997e0ddc5ee940e0804a14e	docs: reconcile the five worst surface chapters with the shipped binary (iss-35 batch 1)
a861616104718678cf0482bd77a6c25adcd0e3f2	2dae1b0402b1aa6dbce5364583d9b72834440a1d	chore: capture iss-61 — launch payload drops shipped skills
1bb9ec2e99945f0285c0bf23a8d4341e71b30067	e74cbc20870f33209fb8be73d8026e1e8d4d1c74	docs: reconcile the remaining six surface docs with the shipped binary (iss-35 batch 2)
162075174bac2bd96e0663987dacfdc094a48353	2293900d3da4d43ddf531d838d4b057538d99a8f	chore: record iss-35 reconciliation batches 1 and 2 on the ledger
ec34c7426b14284c5e80d7ddec964a82131b42f6	d0b66e8bcb04d432988464e664262ba41fb27aed	docs: fix the direction-A leftovers surfaced by the iss-35 detector re-run
e305052b457e28ebde3930c140d7a3664ecaac0f	d35790b65d671cbfaa7c04421af4db4dce29a1a3	chore: record iss-35 detector re-run — 150 -> 24 ratchet, 13 leftovers fixed
68052aebd3dd0245eb9e969609ed6050534fd883	136ecaebf4079ea08aa4effb6f4a75e17c860236	docs: record iss-35 record-lint graduation as a design gate (STOP for sign-off)
1ce345d2e16b112a57c65b6430f86f688bf1c4b5	5f68fa4790558ff01385941dd376edd6735adebe	chore: mark iss-35 graduation a design-STOP on the ledger
19aacbe921f110ac361d5345003d21fae11157fa	832bf2e96a7a44408a2a53e7cb09ac2993891940	docs: record iss-35 graduation sign-off (Option C; enumerate; reclassify)
a2047d7eb5b3df2b2863b5404e41b3b6232a2462	080b614c4d6b72c4db8b16e94708cee4058c4f83	docs: enumerate docs/history/version as user-facing surface chapters (iss-35)
dacf89b303141e43a287a37834050eff21c49d18	04a0cb7d508c40ab25300c49c28ae732802a0ac7	chore: capture iss-62 — managed-repo git-identity gate
1a1947da663e3c2441e2eb6442693877aefa3b36	8e6d6e39afe6df3f1d5d691ced1f54133e95c77c	feat: add context_status_free record-lint rule, wired to CONTEXT.md (#12)
9244a8018cea05aaead9a2bd047419a297793357	86e129eef5e5d324b3cc26a9d7a27a03fb01d916	docs: reclassify consult/ingest/prepare-this-repo from skills to commands
740e8df816def73bcec9203db8713858b65055a3	953da1d89a77b9f873892005f87ec23598c276b4	feat: managed-repo git-identity gate (iss-62) (#13)
b76112b65fda26c5148dee42f32985cb5d49c7d5	8e5193caa0bb5c284f50d7e0b00a69993b4667a3	docs: CHANGELOG calls the three reclassified surfaces commands, not skills
d2a6f1e68b26a862a73f2f1c1b3ff64af603a4e9	c4bc5de4a103a6730a7fbffc91d05f6f7597f314	feat: surface_coverage record-lint rule (iss-35) (#14)
bc9e915b59150a7aaddaf3d1a6621f242857cbb5	369a045dbf22fc356cb215a2a1f31b1a31c5590d	docs: prefer-sota principle + iss-35 semantic release-gate design (#15)
d58c81c998f07951cd227a0bb7aa65f72cbb0a94	676fc0ddcacbb072b06aff1316565dd6c3f35d0a	feat: semantic release gate (iss-35 task 5, VSA, signed via A.1) (#16)
7675dfa4c90831dd7a64208ac0339f4e5f042ff4	f4bedb247c56ed08ed6e5712070ee827a43b682a	docs: record itd-3 hook is Go, not Python (Go-only) (#17)
8a83a3749b618bdd510a7c25a4b0f05b3582a204	a0e27129b60c85c28131df1b7c43d35ca8ad8de4	docs: itd-3 rules-loader SOTA-verified design (design gate, awaiting sign-off)
2a5746ea8260e3d88335c13c61f1bbb69bf01a26	b4ad4e683025a8092519f6afc0f0572c063f5696	feat: itd-3 phase 1 — internal/core/rules loader core
6aa47484b2aefebc8312ec2fe5f4266dcbd6bdef	244398f341f5aa10955f45738074e572e387a42c	feat: itd-3 phase 3 — abcd rules [domain] verb
c42d6bff2b9af36b0e6b5275634a8bed1d435085	d6cfeb671f6eb72d5eea7e56018a3a5ab2a6e262	feat: itd-3 phase 2 — prompt-router hook (trust boundary)
e22a6c51e457beceef391a6200e398cd1d60bca1	26359beffb12fe4ba0eebc79015f2399d6333c2c	feat: itd-3 phase 4 — ahoy wiring (manifest + marker + verifier reconcile)
1ce39df47dbba48ac506a51a9d6a903b34525b88	a755f92af7fdf13b0625924abeb52e455f810f9c	feat: itd-3 phase 5 — OPINIONS default domain (pointers, not copies)
1f173b10bcb26bd09c4ebe509aa4eb5151c21dce	5d639f061cc46529dc42d1bce2f6603c0ff04c6d	fix: itd-3 wire force_refresh_every_n + address review findings
982988aac9ba98b99d963c1b3143aa9761003c78	a0cc55ac21a1cacc6a48939b24131bc70d96b828	docs: itd-3 rules-loader build learnings note
53e251fa050581e342a88447e39674142a44e0f8	a3d6bc60b7bab626bc7550edcfafd2c90d44271a	feat: itd-3 implement deferred follow-ups (stemming, prune, .abcd guard)
052595793fedb064c82b646a8be5978aa132bc29	d399cb464d498ca28311205b3781e480fcc4b191	Merge pull request #18 from REPPL/auto/itd-3-rules-loader-design
b5f476d82050ebaad406767ba921da70eec56c6f	e5fdf97c2762f570c031c2b5afe7ad5fceb761fe	docs: ship itd-3 (manual fidelity audit + planned->shipped)
c395004033fd5c65b7e51b07f68d92e41054e6ea	31db06c853d51c03db9b68c244e81507b709b297	Merge pull request #19 from REPPL/auto/ship-itd-3
3931dcf8979aa98cc6e5dfe81a6480c054253437	60519bac0ea6089b38a210405a7214dd545d8b27	docs: intent-lifecycle SOTA design plan + rules-seam follow-up (iss-64)
95964547642480c555d4a8177aab3a9a4482ba2c	aaf183bafbfc69343cfea61a7d005e00d5693e10	Merge pull request #20 from REPPL/auto/intent-lifecycle-plan
3551a96a8d8cba720a384dde0f026bd4092321e5	89c443ca9608e1da90cd29973318d54c424c3074	docs: add sota-per-intent principle (#21)
9bc05874dc0af42a501bc279274e16723d07aeaa	b70a40f2909c9a9f3b5bc183f9cdeec36e1343a5	feat: itd-80 intent-lifecycle slice 1 — native spec store + abcd intent/spec verbs (#22)
530e584b768f9aa0fbd3184baf4b746651a894d9	dfa39b15bbaf01478861d158a0dda2c19f3d651f	docs: itd-80 SOTA declaration (dogfoods sota-per-intent) + run-learnings note (#23)
ecde679fc3b751acd6b8772cd263685cec56ab9b	385d32998652f8baf05229815a36515233e6b7cf	docs: itd-29 refinement — pick up out-of-band merged PRs + SOTA declaration (#25)
2f740da287a654002f7c744be596bed0f936026f	7625616fb9d4d81c34dc26485b87b061525f8e48	feat: itd-80 phase 3 — reconcile on spec close + spec_lifecycle lint (#24)
058072db46b8d6eb57f4fbbf08bd8834f843ef1f	6491a1c1c8a212d138c7e8af3ebbe26c830d1115	feat: itd-80 phase 4 — host-delegated fidelity verdict ingest to Audit Notes (#26)
b1ade8cefa15c5785d57f00792dbc73d188e3853	026472a186ce3e322a233117b71b061255dbff92	docs: ship itd-80 through the intent-lifecycle pipeline (dogfood) (#27)
332a94c59d1eeb5e9b0e7b56e1667f7fe48e4b92	7bbb7568f3aa46c01365f3e9b7e9c6ff8015d16a	chore: triage clean-slate hardening backlog (iss-65..72) (#28)
fcebbc75cacdbede4a9370c16f69d6888994d142	7b7dca3804061e17de835ed6f393017ce962e96a	fix: bind release receipt-gate to its detector, fail-closed arming (iss-70) (#29)
5a496967d8a36ddadfdf8c0dde3fb5fbf9281595	89e9ca1d52e4588556ae3fd401ba87e3e9c966b9	fix: mask sibling secrets by byte span in serialized scan snippets (iss-65) (#30)
b30b1b566b148ea54b189d5b2c48a3eb0e4e5bee	83e4e99b545bbcbb620bfe107e8725194df0005a	chore: resolve iss-65 and iss-70 in the ledger (PRs #29, #30 merged) (#31)
71196a0c5994d06e6ddaa42945dd07af7edf0aed	9e5569657658e87a86e71a9935966a8d2b778429	fix: serialize issue-ledger transitions + validate ForceID (iss-71) (#32)
f0f7f63c0fa2de4e023f15e9d95a125cb2a61e75	c83b2a1ced50a31343244aa7a557b40cbfddae16	fix: rules-loader guarded read + private session-state dir (iss-66) (#33)
79ca3e8acfc38dad09368052ad32bcbddcb5df84	340f4258e57372b5aa03aadfedee086398e0b63e	fix: report IsGitRepo in worktrees and submodules (iss-72) (#34)
679d2ea2762eba8ab11e42b697403d93871718a4	7e607ad05ddc469da7f2da36c32da31418543859	fix: align intent Plan/ingest AC gate + clear audit placeholder (iss-67) (#35)
34fe6cfc93942b2e095f8e294146a2ca58d93ace	3110d439ed837f27cb26d8c5843872aff2b098a2	fix: frontmatter delimiter trailing-whitespace + consolidate lint scanner (iss-69) (#36)
62c38b634dfefee1bf22c73cfc7e62e6ef6d452a	3d7d8a39dce6a3e7d1b177208572a19a1d103223	fix: spec-store open-once read + fail-closed spec_id scan (iss-68) (#37)
7d4972f2c490b73800a8d991747964a38e525bf7	a1489b8cb0bdd7032b8b63d9027751ef8d8b155d	fix: memory-ingest fetch/read boundary hardening (iss-30 subset) (#38)
26c116c6220e734fc3081a69284ed13f502acf9f	11b57fd509e26219e6faaf0af80102ab2892f970	docs: design /abcd:run autonomous-run loop
b3c4e6a826979b3f69cacec4536e952e39f49d45	642463c9200295f56b8869aca541b55c77d2f8a2	docs: add /abcd:run protocol and abcd-cli ledger-drain run-plan
09cb28adcb2255928a4448d68f49d6b2dc9f7524	d9536f88d265d4c82e0cecefb8ed817522f79b60	docs: add local plugin dogfooding runbook
9c9aa694366ebd4af3f41056b5c4e27115f38d00	7eac07852ce2598f12418cd9b005110afc01af87	Merge pull request #39 from REPPL/feat/abcd-run
0c7a82cb7d99e938626cb8783ba6fe433640cee6	a79e793d7e38330ed35fb37a51688f73b261e821	chore: capture dogfooding-surfaced abcd defects (iss-73/74/75)
c4ebffb5b52060f76d029f57287614edb3f90bd3	9969643982f72bae695665abbb18b24dc0cffadf	docs: add principle — workaround records the defect
247a5b859d0e20338e87dfc697d687849b654a07	acd3646c95db29423facc02a1f659f3586e7183e	Merge pull request #40 from REPPL/docs/workaround-records-defect
3a801d6616213d196b6e0dc529e59f909be3137a	1aee84e6aab8e545e0a1f8fa5cd79d5bd70c07e9	refactor: extract cli.Run for testable error rendering
5c4542d894560799f00cabd2b6e0a535b6203288	77cbaed3fabe80f0aaf6adfb78d62bcec2b34b81	fix: fail-closed capture surface (iss-29)
effa17c51eaee552dd258441cbd945aba6dcb799	e3f10da48a44958d477ffdfd3061163bb371b821	chore: capture iss-76 (json error surface leaks absolute paths)
4c30b4e6e950c8fdd9c96a3e5a6f7b37b7ac073a	a0b00a2aed61504bb68510a55d0150ada48228f1	Merge pull request #41 from REPPL/fix/iss-29-fail-closed-capture-surface
61d779460520ad496f085c73b5d271468781e7a0	0d9e4f8f37165715d44a85906816746460d2d0f0	fix: memory-ingest partial-failure reporting + CRLF parity (iss-30)
03188c28c6e285abbd8b276fce734fff75cfe29b	e36a4b7420bbddd670caf99ae39750203ed5aff0	Merge pull request #42 from REPPL/fix/iss-30-keep-original-partial-failure
d549311b16bf19a8282ec41931b4ce90954d4fe2	755ecc9af627e4c2c3e64acea1be48b97976d973	docs: judge-calibration discipline (itd-81), amending itd-5
b3811ee8d2170c16be33089b30854e1021f4ba8b	20d6e288b5010e155836373af8347b89de529ebc	feat: ship four reviewer agents with the plugin
cd8e13655de07c8514bd8de0d84e9b3a7421adf6	143c4c21253b6c7637b8cca2c655fa72e0f03f05	fix: launch identity false-positive + resolver race (iss-31)
0bccb40171e1a2f3b9778926ffff878add595045	b83f1bdb346a577115525706661e9c9e4e8baaac	chore: capture iss-77/78 (launch dogfood-gate follow-ups)
32b6aecb66318fd117b9ebefe709f5269874a82b	385702e82cb6d035ecd529210fb3783cace95993	Merge pull request #43 from REPPL/fix/iss-31-launch-dogfood-gate
d73402fbf2eb9ea2c6ee02a4e19bb85796f3d578	0f18dc7115b40838c565411c9e0e42457fd22a95	refactor: consolidate atomic-write primitives onto fsutil (iss-32)
54fef5f3aed88b57ce396107c6aa426cc690301f	5bbff87a660f8ff50da0d3986de332a3095a57c2	Merge pull request #44 from REPPL/fix/iss-32-atomic-write-consolidation
be86b00011d1d761ddd9e3a38a10eff82cec5d46	4e150c5afab2e2fdb2104ef8aabee812d777c68a	Merge remote-tracking branch 'origin/main'
cc01af7db15df63ec6f9ce870fdf80623d971f46	664e0e8fc0f973bac9f51a9010ab00e8061189e2	Merge pull request #45 from REPPL/feat/reviewer-agents-itd-81
5c022981bfdb953b782383d717205dcf8de22853	4ba46ce2b225f5546c95ff845b47441c658c2cc8	docs: add itd-82 (abcd drain — ledger triage) + drain #2 run plan
c5ba73a90d3c0a3e9990a8789b474b8f58a8c53e	2ff4253a349715eb2f9c6fa5b134c729c9850e09	Merge pull request #46 from REPPL/docs/itd-82-drain-triage
1047de34bb651bbdf22caaad6542245254c19a37	47a82a75880fa429280611cee53c8613bd49fd38	docs: capture itd-82 — wire the review bar into the rules loader
137f8de25522d765a73d93086d1b055b9339db5f	14514dc63371a9149dba7c63b6b361c422b2747e	Merge pull request #47 from REPPL/feat/itd-82-review-wiring
1f833fcef4085ddd5b56ca93c9229e3b1a260a2a	07d986ba07caff5628b108015868c53435f85dd4	fix: block duplicate intent ids in intent_lifecycle
4f88f349bc14571fcbd92f013dca5494504bff93	dd8a27251f556e5a10c780ac75e1b6c23fcf9d71	docs: resolve the itd-82 collision (renumber to itd-83) + capture iss-80
9b441cba59b7aa72507b9070e093a1d4fb5d590b	ed3f6663f37c4f69f1af42bebf5113406dcdc865	Merge pull request #48 from REPPL/fix/duplicate-intent-id-lint
dab363e5edf76d3e788802f1cc9f006a8e27f25b	97c131a4ae67d257f929643e1da176e996f0e5e2	docs: add iss-73 to drain #2 scope (adjudication landed)
315ea5e08e43bab0b9d0dd5823f1a190f40873cd	61a76b1916b8ac4776f7139196b9e2b3304b738f	chore: capture iss-80 (run protocol missing-plan-file precondition)
e9ab51384eaa85dec47e06751e90d89568850c75	dea64dbaaaccd57bfd34f3dd7abc388a9d99c849	Merge pull request #49 from REPPL/docs/drain-2-scope-iss-73
459e576acfb631c45a20f59a7ed9ca4f66051e87	6b7adf7df5da661744214433ccc8f00d8c8432a8	fix: strip local-identity paths from the cli.Run error envelope (iss-76)
62ba1d0ef54f693fa7b06f718c481d1c59d79385	1326c99894d11a72fcb02131ec4591e150d47d0b	chore(ledger): resolve iss-76; file iss-81 (review residual)
b604c625ff3256fd5b0e50e7fe0feaf671ebec12	fccd921b04799f1543f28bb3fc0209499d310684	Merge pull request #50 from REPPL/fix/iss-76-json-error-abspath-leak
